Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,"KARS,KARAKURT,KAGIZMAN,DIGOR",5.9,Moment Magnitude,40.3,43.1,1900,7.0,12.0,1900,7.0,12.0,140.0
Natural,Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,Sanriku,7.9,Moment Magnitude,40.5,142.5,1901,8.0,10.0,1901,8.0,10.0,18.0
Natural,Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,"Andishan,Tashkent (Uzbekistan)",6.4,Moment Magnitude,40.8,72.3,1902,12.0,16.0,1902,12.0,16.0,4562.0
Natural,Geophysical,Earthquake,Ground movement,GTM,Guatemala,Latin America and the Caribbean,Americas,"Quezaltenango, San Marcos",7.5,Moment Magnitude,14.0,-90.230759,1902,4.0,18.0,1902,4.0,18.0,2000.0
Natural,Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,Semacha (Azerbaijan),6.9,Moment Magnitude,40.7,48.6,1902,2.0,13.0,1902,2.0,13.0,86.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"XINJIANG, TURKESTAN",7.7,Moment Magnitude,39.88,76.2,1902,8.0,22.0,1902,8.0,22.0,2500.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,Malazgirt,6.3,Moment Magnitude,39.09,42.3,1903,4.0,29.0,1903,4.0,29.0,3560.0
Natural,Geophysical,Earthquake,Ground movement,ISR,Israel,Western Asia,Asia,Nabulus,5.7,Moment Magnitude,32.2,35.3,1903,3.0,30.0,1903,3.0,30.0,20.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,"VARGINIS,CARDAHLI,MEHKEREK",5.8,Moment Magnitude,40.9,42.7,1903,5.0,28.0,1903,5.0,28.0,1000.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Kashmar,6.5,Moment Magnitude,35.2,58.2,1903,9.0,25.0,1903,9.0,25.0,350.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Jiayi,6.0,Moment Magnitude,23.5,120.5,1904,4.0,24.0,1904,4.0,24.0,3.0
Natural,Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,"Samos, Patmos",6.2,Moment Magnitude,37.75,27.0,1904,8.0,11.0,1904,8.0,11.0,4.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Jiayi,6.3,Moment Magnitude,23.5,120.3,1904,11.0,6.0,1904,11.0,6.0,145.0
Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"MONTELEONE, TROPEA, MONTE PORO (Calabria)",7.1,Moment Magnitude,38.67,16.07,1905,9.0,8.0,1905,9.0,8.0,557.0
Natural,Geophysical,Earthquake,Ground movement,IND,India,Southern Asia,Asia,Kangra,7.8,Moment Magnitude,32.04,76.16,1905,4.0,4.0,1905,4.0,4.0,20000.0
Natural,Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,Fukushima,7.0,Moment Magnitude,37.4,142.6,1905,7.0,7.0,1905,7.0,7.0,41.0
Natural,Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,Shkoder,6.6,Moment Magnitude,42.1,19.6,1905,6.0,1.0,1905,6.0,1.0,120.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Aki,7.8,Moment Magnitude,34.0,132.0,1905,6.0,2.0,1905,6.0,2.0,11.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Sichuan province,5.0,Moment Magnitude,29.3,104.8,1905,11.0,8.0,1905,11.0,8.0,
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Kagi, Toroku",6.8,Moment Magnitude,23.6,170.5,1906,3.0,17.0,1906,3.0,17.0,1258.0
Natural,Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,Tumako,8.9,Moment Magnitude,1.51,78.46,1906,1.0,31.0,1906,1.0,31.0,400.0
Natural,Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,San Francisco (California),7.9,Moment Magnitude,37.67,-95.712891,1906,4.0,18.0,1906,4.0,18.0,700.0
Natural,Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,Valparaiso,8.2,Moment Magnitude,33.05,71.4,1906,8.0,16.0,1906,8.0,16.0,20000.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Jiayi,6.5,Moment Magnitude,23.4,120.4,1906,4.0,13.0,1906,4.0,13.0,15.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Xinjiang province,8.3,Moment Magnitude,43.5,85.5,1906,12.0,23.0,1906,12.0,23.0,280.0
Natural,Geophysical,Earthquake,Ground movement,JAM,Jamaica,Latin America and the Caribbean,Americas,Kingston,6.5,Moment Magnitude,18.2,-77.297508,1907,1.0,14.0,1907,1.0,14.0,1200.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Tien Shan,7.4,Moment Magnitude,38.5,69.9,1907,10.0,21.0,1907,10.0,21.0,12000.0
Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Messina, Regio, Calabria, Sicilia",7.0,Moment Magnitude,38.17,15.58,1908,12.0,28.0,1908,12.0,28.0,75000.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Boroujerd, Silakor",7.7,Moment Magnitude,33.55,48.48,1909,1.0,23.0,1909,1.0,23.0,5000.0
Natural,Geophysical,Earthquake,Ground movement,FRA,France,Western Europe,Europe,"Lambesc, Saint-Cannat, Rognes, Vernegues, Charleval, La Roque d'Antheron (Haute-Provence)",6.2,Moment Magnitude,44.05,6.14,1909,6.0,11.0,1909,6.0,11.0,46.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Tapei,7.3,Moment Magnitude,25.0,121.5,1909,4.0,15.0,1909,4.0,15.0,9.0
Natural,Geophysical,Earthquake,Ground movement,PRT,Portugal,Southern Europe,Europe,"Ribatejo, Benavente",6.6,Moment Magnitude,38.9,-8.224454,1909,4.0,23.0,1909,4.0,23.0,30.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Yunnan province,6.5,Moment Magnitude,24.4,103.0,1909,5.0,11.0,1909,5.0,11.0,21.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Oomi,6.9,Moment Magnitude,35.4,136.3,1909,8.0,14.0,1909,8.0,14.0,41.0
Natural,Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,,7.2,Moment Magnitude,30.0,68.0,1909,10.0,21.0,1909,10.0,21.0,231.0
Natural,Geophysical,Earthquake,Ground movement,DZA,Algeria,Northern Africa,Africa,"Kabylie, Masqueray",6.4,Moment Magnitude,36.0,4.0,1910,6.0,24.0,1910,6.0,24.0,12.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,,7.8,Moment Magnitude,25.5,122.5,1910,4.0,12.0,1910,4.0,12.0,60.0
Natural,Geophysical,Earthquake,Ground movement,KAZ,Kazakhstan,Central Asia,Asia,"Alma-Ata, Turkestan",7.7,Moment Magnitude,43.5,77.5,1911,1.0,4.0,1911,1.0,4.0,450.0
Natural,Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,"Usoy, Barchidiv, Posor, Nisur (Tajikistan)",7.4,Moment Magnitude,38.2,72.8,1911,2.0,18.0,1911,2.0,18.0,90.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Ravar,6.7,Moment Magnitude,32.23,57.03,1911,4.0,18.0,1911,4.0,18.0,700.0
Natural,Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,Michoacan,7.9,Moment Magnitude,17.5,-102.552784,1911,6.0,7.0,1911,6.0,7.0,45.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Ryukyu Islands,8.0,Moment Magnitude,28.0,130.0,1911,6.0,15.0,1911,6.0,15.0,12.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,"Murefte Sarkoy, marmara sea",7.8,Moment Magnitude,40.41,27.15,1912,8.0,9.0,1912,8.0,9.0,923.0
Natural,Geophysical,Earthquake,Ground movement,ROU,Romania,Eastern Europe,Europe,Tirnovo,6.8,Moment Magnitude,43.5,25.5,1913,6.0,14.0,1913,6.0,14.0,
Natural,Geophysical,Earthquake,Ground movement,PER,Peru,Latin America and the Caribbean,Americas,"Albancay, Amyares, Casaya, Soraya",6.3,Moment Magnitude,-9.189967,-75.015152,1913,11.0,4.0,1913,11.0,4.0,150.0
Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,Sangihe Isl.,7.8,Moment Magnitude,5.354,126.121,1913,3.0,14.0,1913,3.0,14.0,138.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Yunnan province,7.0,Moment Magnitude,24.15,102.45,1913,12.0,21.0,1913,12.0,21.0,942.0
Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Kepahyang, Bengkulu (Sumatera)",7.6,Moment Magnitude,-0.789275,101.82,1914,6.0,26.0,1914,6.0,26.0,20.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Akita Senboku,7.2,Moment Magnitude,39.2,139.8,1914,3.0,16.0,1914,3.0,16.0,94.0
Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Catania, Etna",4.9,Moment Magnitude,37.7,15.2,1914,5.0,8.0,1914,5.0,8.0,120.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,"Burdur, Kilinc, Keciborlu, Isparta",7.0,Moment Magnitude,37.82,30.27,1914,10.0,4.0,1914,10.0,4.0,4000.0
Natural,Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,Leukas Isl.,6.3,Moment Magnitude,38.8,20.6,1914,11.0,27.0,1914,11.0,27.0,14.0
Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Avezzano, Marsica (Abruzze)",7.5,Moment Magnitude,42.02,13.26,1915,1.0,13.0,1915,1.0,13.0,29980.0
Natural,Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,El Centro (California),6.2,Moment Magnitude,32.47,-95.712891,1915,6.0,22.0,1915,6.0,22.0,6.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,,7.0,Moment Magnitude,29.5,91.5,1915,12.0,3.0,1915,12.0,3.0,170.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,,6.5,Moment Magnitude,23.7,120.9,1916,8.0,28.0,1916,8.0,28.0,180.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,,6.0,Moment Magnitude,24.0,121.0,1916,11.0,15.0,1916,11.0,15.0,1.0
Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,Bali,6.6,Moment Magnitude,-0.789275,116.0,1917,1.0,21.0,1917,1.0,21.0,15000.0
Natural,Geophysical,Earthquake,Ground movement,GTM,Guatemala,Latin America and the Caribbean,Americas,Guatemala city,6.0,Moment Magnitude,14.38,-90.230759,1917,12.0,25.0,1917,12.0,25.0,2650.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Yunnan province,6.8,Moment Magnitude,28.0,104.0,1917,7.0,31.0,1917,7.0,31.0,1800.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Puli,6.3,Moment Magnitude,23.9,120.9,1917,1.0,5.0,1917,1.0,5.0,54.0
Natural,Geophysical,Earthquake,Ground movement,PRI,Puerto Rico,Latin America and the Caribbean,Americas,Mona Passage,7.5,Moment Magnitude,18.06,-66.590149,1918,10.0,11.0,1918,10.0,11.0,116.0
Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,"Mindanao, South Cotabato",8.3,Moment Magnitude,8.29,124.4,1918,8.0,15.0,1918,8.0,15.0,100.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Kwangtung (Guangdong),7.3,Moment Magnitude,23.5,117.0,1918,2.0,13.0,1918,2.0,13.0,10000.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,"Gansu, Shanxi provinces",8.6,Moment Magnitude,36.888,105.606,1920,12.0,16.0,1920,12.0,16.0,180000.0
Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Carrara, Farfagnana",5.8,Moment Magnitude,44.3,10.3,1920,9.0,7.0,1920,9.0,7.0,1400.0
Natural,Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,"Veracruz, Cozaultlan, Puebla, Patlanala",7.8,Moment Magnitude,19.26,-102.552784,1920,1.0,3.0,1920,1.0,3.0,648.0
Natural,Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,"Tepelen, Dragoti, Peshtani, Maricaj",6.2,Moment Magnitude,40.2,20.0,1920,11.0,26.0,1920,11.0,26.0,200.0
Natural,Geophysical,Earthquake,Ground movement,ARG,Argentina,Latin America and the Caribbean,Americas,Mendoza,6.0,Moment Magnitude,-38.416097,-63.616672,1920,12.0,17.0,1920,12.0,17.0,400.0
Natural,Geophysical,Earthquake,Ground movement,CHL,Chile,Latin America and the Caribbean,Americas,Atacama,8.7,Moment Magnitude,-35.675147,-71.542969,1922,11.0,11.0,1922,11.0,11.0,1000.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,,7.6,Moment Magnitude,24.5,122.0,1922,9.0,2.0,1922,9.0,2.0,5.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,"Kanto plaine (Yokohama,Tokyo)",8.1,Moment Magnitude,35.413,139.298,1923,9.0,1.0,1923,9.0,1.0,143000.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Sichuan,7.0,Moment Magnitude,31.295,100.75,1923,3.0,24.0,1923,3.0,24.0,5000.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Turbat-Haklari,5.7,Moment Magnitude,35.2,59.2,1923,5.0,26.0,1923,5.0,26.0,2200.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Qaleh Jaq Kmen, Bodzhnurd",6.4,Moment Magnitude,36.617,57.046,1923,9.0,17.0,1923,9.0,17.0,157.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Sirjan,6.8,Moment Magnitude,29.196,56.833,1923,9.0,23.0,1923,9.0,23.0,290.0
Natural,Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,Ipiales,5.3,Moment Magnitude,1.0,-74.297333,1923,12.0,14.0,1923,12.0,14.0,300.0
Natural,Geophysical,Earthquake,Ground movement,ECU,Ecuador,Latin America and the Caribbean,Americas,Chimborazo,6.9,Moment Magnitude,-1.831239,-78.183406,1924,3.0,3.0,1924,3.0,3.0,40.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,Erzurum,5.3,Moment Magnitude,39.7,42.8,1924,5.0,13.0,1924,5.0,13.0,50.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Xinjiang,7.0,Moment Magnitude,36.983,164.0,1924,7.0,3.0,1924,7.0,3.0,100.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,Erzurum,6.8,Moment Magnitude,39.897,41.891,1924,9.0,13.0,1924,9.0,13.0,60.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Talifu (Yunnan province),6.8,Moment Magnitude,25.713,100.422,1925,3.0,16.0,1925,3.0,16.0,5000.0
Natural,Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,Santa Barbara (California),6.3,Moment Magnitude,34.25,-95.712891,1925,6.0,29.0,1925,6.0,29.0,13.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,Ardahan,5.8,Moment Magnitude,41.2,42.8,1925,1.0,9.0,1925,1.0,9.0,200.0
Natural,Geophysical,Earthquake,Ground movement,PHL,Philippines,South-eastern Asia,Asia,W. Luzo Isl.,6.7,Moment Magnitude,9.782,123.064,1925,8.0,7.0,1925,8.0,7.0,17.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Tajima (Honshu),6.6,Moment Magnitude,35.423,135.007,1925,5.0,23.0,1925,5.0,23.0,395.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,Dinar,5.9,Moment Magnitude,38.0,30.5,1925,8.0,7.0,1925,8.0,7.0,3.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Yunnan province,5.8,Moment Magnitude,27.0,100.0,1925,10.0,15.0,1925,10.0,15.0,12.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Bajestan,5.5,Moment Magnitude,34.6,58.1,1925,12.0,14.0,1925,12.0,14.0,500.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,"Tango, Honshu",7.3,Moment Magnitude,35.632,135.013,1927,3.0,7.0,1927,3.0,7.0,3022.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Gansu province,7.7,Moment Magnitude,37.645,102.489,1927,5.0,23.0,1927,5.0,23.0,40912.0
Natural,Geophysical,Earthquake,Ground movement,JOR,Jordan,Western Asia,Asia,"Nablus, Damiya",6.3,Moment Magnitude,31.922,35.633,1927,7.0,11.0,1927,7.0,11.0,268.0
Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Sulawesi, Donggala",6.3,Moment Magnitude,-0.789275,120.764,1927,12.0,1.0,1927,12.0,1.0,50.0
Natural,Geophysical,Earthquake,Tsunami,IDN,Indonesia,South-eastern Asia,Asia,Flores sea,3.0,Moment Magnitude,-0.789275,121.7,1928,8.0,4.0,1928,8.0,4.0,128.0
Natural,Geophysical,Earthquake,Tsunami,CAN,Canada,Northern America,Americas,"Burin Peninsula, Newfoundland",7.2,Moment Magnitude,48.6,-106.346771,1928,11.0,18.0,1928,11.0,18.0,27.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kopet-Dagh, Beinin",7.4,Moment Magnitude,37.8,57.8,1929,5.0,1.0,1929,5.0,1.0,3253.0
Natural,Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,Murchison,7.5,Moment Magnitude,-40.900557,172.25,1929,6.0,17.0,1929,6.0,17.0,17.0
Natural,Geophysical,Earthquake,Ground movement,MMR,Myanmar,South-eastern Asia,Asia,"Pegu, Rangoon",7.5,Moment Magnitude,17.86,96.43,1930,5.0,5.0,1930,5.0,5.0,500.0
Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,"Irpina, Naples",6.4,Moment Magnitude,40.922,15.377,1930,7.0,23.0,1930,7.0,23.0,1883.0
Natural,Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,Asia,Idu (Honshu),6.9,Moment Magnitude,35.05,139.129,1930,11.0,26.0,1930,11.0,26.0,259.0
Natural,Geophysical,Earthquake,Ground movement,MMR,Myanmar,South-eastern Asia,Asia,"Nyauglebin, Toungoo, Pyu",7.4,Moment Magnitude,18.233,96.298,1930,12.0,4.0,1930,12.0,4.0,36.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Salmas,7.1,Moment Magnitude,38.087,44.781,1930,5.0,6.0,1930,5.0,6.0,1360.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Yunnan province,6.0,Moment Magnitude,26.8,103.0,1930,5.0,14.0,1930,5.0,14.0,42.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Sichuan province,5.5,Moment Magnitude,30.0,100.0,1930,8.0,24.0,1930,8.0,24.0,200.0
Natural,Geophysical,Earthquake,Ground movement,SUN,Soviet Union,Eastern Europe,Europe,Dushanbe (Tajikistan),6.3,Moment Magnitude,38.4,68.5,1930,9.0,22.0,1930,9.0,22.0,151.0
Natural,Geophysical,Earthquake,Ground movement,ITA,Italy,Southern Europe,Europe,Senigalia,5.9,Moment Magnitude,43.667,13.267,1930,10.0,30.0,1930,10.0,30.0,18.0
Natural,Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,"Vlore, Himare, Kuc",6.0,Moment Magnitude,40.5,19.5,1930,11.0,21.0,1930,11.0,21.0,35.0
Natural,Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,"Vlore, Tepelene",5.0,Moment Magnitude,40.3,19.6,1930,12.0,2.0,1930,12.0,2.0,25.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Tainan,6.3,Moment Magnitude,23.261,120.277,1930,12.0,8.0,1930,12.0,8.0,4.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Tainan,5.5,Moment Magnitude,23.2,120.6,1930,12.0,22.0,1930,12.0,22.0,
Natural,Geophysical,Earthquake,Ground movement,NIC,Nicaragua,Latin America and the Caribbean,Americas,Managua,5.6,Moment Magnitude,13.2,-85.207229,1931,3.0,31.0,1931,3.0,31.0,1000.0
Natural,Geophysical,Earthquake,Ground movement,NZL,New Zealand,Australia and New Zealand,Oceania,"Wairoa, Hastings, Napier Hawke's Bay",7.4,Moment Magnitude,-40.900557,176.42,1931,2.0,3.0,1931,2.0,3.0,256.0
Natural,Geophysical,Earthquake,Tsunami,SLB,Solomon Islands,Melanesia,Oceania,San Cristobal isl.,7.9,Moment Magnitude,11.117,161.11,1931,10.0,4.0,1931,10.0,4.0,50.0
Natural,Geophysical,Earthquake,Ground movement,ALB,Albania,Southern Europe,Europe,Korce,5.8,Moment Magnitude,40.6,20.8,1931,1.0,28.0,1931,1.0,28.0,90.0
Natural,Geophysical,Earthquake,Ground movement,ARM,Armenia,Western Asia,Asia,"Zangezur, Nakhitchevan",6.3,Moment Magnitude,39.2,46.0,1931,4.0,27.0,1931,4.0,27.0,2890.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Xinjiang Weiwuer Zizhiqu province,7.9,Moment Magnitude,46.817,89.915,1931,8.0,11.0,1931,8.0,11.0,10000.0
Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Kakas, Langowan, Poso, Tondano (North Sulawesi)",7.4,Moment Magnitude,0.5,126.0,1932,5.0,14.0,1932,5.0,14.0,6.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Torbet-I-Kheydarly,5.4,Moment Magnitude,36.6,53.4,1932,5.0,20.0,1932,5.0,20.0,1070.0
Natural,Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,Near coast of Jalisco,8.1,Moment Magnitude,19.5,-102.552784,1932,6.0,3.0,1932,6.0,3.0,400.0
Natural,Geophysical,Earthquake,Ground movement,MEX,Mexico,Latin America and the Caribbean,Americas,Central,6.9,Moment Magnitude,19.0,-102.552784,1932,6.0,22.0,1932,6.0,22.0,
Natural,Geophysical,Earthquake,Ground movement,GRC,Greece,Southern Europe,Europe,Hierissos-Strantonion (Chalkidiki),6.9,Moment Magnitude,40.5,23.9,1932,9.0,26.0,1932,9.0,26.0,151.0
Natural,Geophysical,Earthquake,Tsunami,JPN,Japan,Eastern Asia,Asia,Sanriku,8.4,Moment Magnitude,39.224,144.622,1933,3.0,3.0,1933,3.0,3.0,3000.0
Natural,Geophysical,Earthquake,Ground movement,USA,United States of America,Northern America,Americas,Long Beach (California),6.3,Moment Magnitude,33.62,117.97,1933,3.0,10.0,1933,3.0,10.0,116.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Sichuan prpvince,7.5,Moment Magnitude,31.9,103.4,1933,8.0,25.0,1933,8.0,25.0,10000.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Sichuan province,5.0,Moment Magnitude,29.5,102.5,1933,9.0,20.0,1933,9.0,20.0,200.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Taihoku, Taichu,n Mialoi",6.0,Moment Magnitude,24.3,124.3,1935,4.0,21.0,1935,4.0,21.0,3276.0
Natural,Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,Asia,Quetta (Baluchistan),7.5,Moment Magnitude,29.5,66.8,1935,5.0,31.0,1935,5.0,31.0,60000.0
Natural,Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,Asia,Xiinzhu,6.5,Moment Magnitude,24.6,120.8,1935,7.0,17.0,1935,7.0,17.0,2746.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Alborz,6.0,Moment Magnitude,36.3,53.3,1935,3.0,5.0,1935,3.0,5.0,60.0
Natural,Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kevsut, Alborz, Sari",6.3,Moment Magnitude,36.3,53.5,1935,4.0,12.0,1935,4.0,12.0,690.0
Natural,Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,Asia,Kigi,6.1,Moment Magnitude,39.3,40.6,1935,5.0,1.0,1935,5.0,1.0,540.0
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Sichuan province,6.0,Moment Magnitude,28.7,103.6,1935,12.0,18.0,1935,12.0,18.0,100.0
Natural,Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,Asia,"Banda Aceh, Lhok Sukon, Lhoksemawe",7.3,Moment Magnitude,6.1,94.7,1936,8.0,24.0,1936,8.0,24.0,9.0
Natural,Geophysical,Earthquake,Ground movement,COL,Colombia,Latin America and the Caribbean,Americas,,7.0,Moment Magnitude,1.1,-74.297333,1936,1.0,9.0,1936,1.0,9.0,
Natural,Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,Asia,Gansu province,6.8,Moment Magnitude,35.4,103.4,1936,2.0,7.0,1936,2.0,7.0,
